date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:58	55590/55590	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20May%202018%2003:59:55%20GMT	http://images.one.co.il/images/one/450_250/gg1346416.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1346416.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:07:59	70228/70228	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202018%2017:37:02%20GMT	http://images.one.co.il/images/one/450_250/gg1327426.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1327426.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:00	49731/49731	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20May%202018%2019:33:47%20GMT	http://images.one.co.il/images/one/450_250/gg1346797.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1346797.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:00	52418/52418	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Apr%202018%2021:02:33%20GMT	http://images.one.co.il/images/one/450_250/gg1341563.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1341563.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:04	41967/41967	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20May%202018%2004:30:50%20GMT	http://images.one.co.il/images/one/450_250/gg1344719.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1344719.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:04	38671/38671	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Apr%202018%2021:25:24%20GMT	http://images.one.co.il/images/one/450_250/gg1339460.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1339460.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:06	45306/45306	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Apr%202018%2011:04:47%20GMT	http://images.one.co.il/images/one/450_250/gg1343279.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1343279.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:06	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:02%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/22_05_2018_06_0059.jpg	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/22_05_2018_06_0059.4e.delayed	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:07	102920/102920	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20May%202018%2019:08:00%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html?ref=hp	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/313526f05b.html	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313526.html)
22:08:09	27248/27248	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2015:01:12%20GMT	http://images.one.co.il/images/video/segment775x460/22_05_2018_06_0059.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/video/segment775x460/22_05_2018_06_0059.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:12	34576/34576	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2014:35:48%20GMT	http://images.one.co.il/images/one/450_250/gg1347269.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1347269.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:13	57773/57773	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2014:37:12%20GMT	http://images.one.co.il/images/d/dmain/ms/gg1347270.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/d/dmain/ms/gg1347270.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:16	40939/40939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2008:07:20%20GMT	http://images.one.co.il/images/one/450_250/gg1347207.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1347207.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:17	60534/60534	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2014:38:09%20GMT	http://images.one.co.il/images/one/450_250/gg1347272.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1347272.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:18	20820/20820	---M-Z	200	added ('OK')	text/javascript	etag:W/%225154-e8T1lnHxe/x+ERODuerCVg%22	https://embed.playbuzz.com/sdk.js	C:/Users/Bar-PC/Desktop/Site/embed.playbuzz.com/sdk.js	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:18	37561/37561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2015:15:05%20GMT	http://images.one.co.il/images/one/450_250/gg1347279.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1347279.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:19	50961/50961	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20May%202018%2008:01:16%20GMT	http://images.one.co.il/images/one/450_250/gg1347206.jpg	C:/Users/Bar-PC/Desktop/Site/images.one.co.il/images/one/450_250/gg1347206.jpg	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:20	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:17%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/nanoWidget/	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/nanoWidget/index.html	(from http://widgets.outbrain.com/outbrain.js)
22:08:20	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/popupDescription.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/popupDescription.56.delayed	(from http://widgets.outbrain.com/outbrain.js)
22:08:20	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:16%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/statistics.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/statistics.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:21	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:17%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/whatis.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/whatis.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:21	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/userZapping.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/userZapping.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:21	102609/102609	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20May%202018%2019:08:16%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html?ref=hp	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/313554f05b.html	(from http://www.one.co.il/Article/17-18/1,1,2,59050/313554.html)
22:08:21	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:19%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/flyThrough.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/flyThrough.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:21	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/videoPlugin.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/videoPlugin.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:22	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/video.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/video.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:22	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:20%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/positionCalculation.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/positionCalculation.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:22	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:19%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/recInIframe.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/recInIframe.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:22	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:20%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/registration.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/registration.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:23	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/refreshWidget.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/refreshWidget.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:23	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:19%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/skyLander.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/skyLander.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:23	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:19%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/topBox.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/topBox.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:23	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:18%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/swipeLayout.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/swipeLayout.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:23	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:20%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/loadMore.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/loadMore.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:24	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:21%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/inPlayerWidget.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/inPlayerWidget.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:24	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:20%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/readMore.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/readMore.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:24	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:20%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/proxy.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/proxy.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:24	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:22%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/widgetWizard.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/widgetWizard.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:24	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:21%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/smartFeed.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/smartFeed.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:25	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:19%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/userActions/userActions_$SUFFIX.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/userActions/userActions_$SUFFIX.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:25	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:22%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/scroll.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/scroll.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:25	1245/1245	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20May%202018%2019:08:22%20GMT	http://www.one.co.il/Article/17-18/1,1,2,59050/pager.js	C:/Users/Bar-PC/Desktop/Site/www.one.co.il/Article/17-18/1,1,2,59050/pager.js	(from http://widgets.outbrain.com/outbrain.js)
22:08:26	215/215	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2022%20May%202018%2019:08:25%20GMT	http://releases.flowplayer.org/robots.txt		(from http://releases.flowplayer.org/7.2.5/commercial/skin/skin.css)
